x,y_high
0.9292929292929294,-0.12100655771052043
0.6060606060606061,-0.14724012877817988
1.191919191919192,-0.093989783626176
0.26262626262626265,-0.7744287437357227
0.5252525252525253,-0.6188042280329135
0.8686868686868687,-0.006323072982955072
0.38383838383838387,-0.01093662612637717
0.04040404040404041,-0.9678667716724836
0.32323232323232326,-0.188933535696373
0.10101010101010102,-1.3174893263874812
0.8080808080808082,-0.24878793178636946
0.16161616161616163,-1.4376051236217986
0.8484848484848485,-0.05690946972501575
0.42424242424242425,-0.19079622749168784
0.5454545454545455,-0.5477204713671162
